,Unnamed: 0,city.cityName,city.confirmedCount,city.suspectedCount,city.curedCount,city.deadCount,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,comment
0,0,武汉,3215,0,103,192,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
1,1,黄冈,726,0,6,14,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
2,2,孝感,628,0,2,12,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
3,3,襄阳,347,0,0,0,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
4,4,随州,304,0,0,1,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
5,5,荆州,287,0,0,4,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
6,6,宜昌,276,0,0,1,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
7,7,荆门,251,0,6,5,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
8,8,鄂州,227,0,0,9,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
9,9,黄石,209,0,0,2,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
10,10,咸宁,206,0,0,0,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
11,11,十堰,177,0,0,0,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
12,12,仙桃,97,0,0,1,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
13,13,恩施,87,0,0,0,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
14,14,天门,82,0,0,7,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
15,15,潜江,27,0,0,1,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
16,16,神农架林区,7,0,2,0,湖北省,湖北,7153,0,119,249,待明确地区：治愈 47
17,17,温州,227,0,7,0,浙江省,浙江,537,0,11,0,
18,18,杭州,85,0,0,0,浙江省,浙江,537,0,11,0,
19,19,台州,81,0,1,0,浙江省,浙江,537,0,11,0,
20,20,宁波,46,0,1,0,浙江省,浙江,537,0,11,0,
21,21,金华,27,0,3,0,浙江省,浙江,537,0,11,0,
22,22,绍兴,23,0,0,0,浙江省,浙江,537,0,11,0,
23,23,嘉兴,16,0,0,0,浙江省,浙江,537,0,11,0,
24,24,衢州,12,0,0,0,浙江省,浙江,537,0,11,0,
25,25,舟山,7,0,1,0,浙江省,浙江,537,0,11,0,
26,26,丽水,7,0,1,0,浙江省,浙江,537,0,11,0,
27,27,湖州,6,0,0,0,浙江省,浙江,537,0,11,0,
28,28,深圳,134,0,4,0,广东省,广东,436,0,11,0,
29,29,广州,112,0,1,0,广东省,广东,436,0,11,0,
30,30,珠海,34,0,1,0,广东省,广东,436,0,11,0,
31,31,佛山,33,0,1,0,广东省,广东,436,0,11,0,
32,32,惠州,20,0,1,0,广东省,广东,436,0,11,0,
33,33,中山,18,0,0,0,广东省,广东,436,0,11,0,
34,34,东莞,16,0,0,0,广东省,广东,436,0,11,0,
35,35,汕头,12,0,0,0,广东省,广东,436,0,11,0,
36,36,湛江,11,0,1,0,广东省,广东,436,0,11,0,
37,37,阳江,10,0,0,0,广东省,广东,436,0,11,0,
38,38,肇庆,6,0,0,0,广东省,广东,436,0,11,0,
39,39,清远,6,0,1,0,广东省,广东,436,0,11,0,
40,40,揭阳,6,0,0,0,广东省,广东,436,0,11,0,
41,41,梅州,5,0,0,0,广东省,广东,436,0,11,0,
42,42,韶关,4,0,0,0,广东省,广东,436,0,11,0,
43,43,汕尾,3,0,0,0,广东省,广东,436,0,11,0,
44,44,茂名,3,0,0,0,广东省,广东,436,0,11,0,
45,45,江门,2,0,0,0,广东省,广东,436,0,11,0,
46,46,河源,1,0,0,0,广东省,广东,436,0,11,0,
47,47,南阳,61,0,0,2,河南省,河南,352,0,3,2,待明确地区：治愈 1
48,48,郑州,50,0,1,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
49,49,信阳,49,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
50,50,周口,36,0,1,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
51,51,驻马店,30,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
52,52,商丘,27,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
53,53,安阳,20,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
54,54,新乡,15,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
55,55,漯河,13,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
56,56,平顶山,10,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
57,57,许昌,8,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
58,58,三门峡,6,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
59,59,开封,6,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
60,60,鹤壁,6,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
61,61,永城,4,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
62,62,洛阳,3,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
63,63,濮阳,3,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
64,64,焦作,2,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
65,65,长垣,2,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
66,66,滑县,1,0,0,0,河南省,河南,352,0,3,2,待明确地区：治愈 1
