,Unnamed: 0,city.cityName,city.confirmedCount,city.suspectedCount,city.curedCount,city.deadCount,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,comment
0,0,武汉,1905,0,54,104,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
1,1,黄冈,324,0,2,5,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
2,2,孝感,274,0,0,3,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
3,3,荆门,142,0,0,4,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
4,4,襄阳,131,0,0,0,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
5,5,随州,116,0,0,0,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
6,6,咸宁,112,0,0,0,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
7,7,荆州,101,0,1,2,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
8,8,十堰,88,0,0,0,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
9,9,黄石,86,0,0,1,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
10,10,鄂州,84,0,0,1,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
11,11,宜昌,63,0,0,1,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
12,12,恩施州,51,0,0,0,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
13,13,天门,34,0,0,3,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
14,14,仙桃,32,0,0,0,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
15,15,潜江,8,0,0,1,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
16,16,神农架林区,3,0,0,0,湖北省,湖北,3554,0,88,125,待明确地区：治愈 31
17,17,温州,114,0,3,0,浙江省,浙江,296,0,3,0,
18,18,杭州,51,0,0,0,浙江省,浙江,296,0,3,0,
19,19,台州,40,0,0,0,浙江省,浙江,296,0,3,0,
20,20,宁波,20,0,0,0,浙江省,浙江,296,0,3,0,
21,21,绍兴,19,0,0,0,浙江省,浙江,296,0,3,0,
22,22,嘉兴,14,0,0,0,浙江省,浙江,296,0,3,0,
23,23,金华,13,0,0,0,浙江省,浙江,296,0,3,0,
24,24,衢州,8,0,0,0,浙江省,浙江,296,0,3,0,
25,25,舟山,6,0,0,0,浙江省,浙江,296,0,3,0,
26,26,丽水,6,0,0,0,浙江省,浙江,296,0,3,0,
27,27,湖州,5,0,0,0,浙江省,浙江,296,0,3,0,
28,28,深圳,80,0,4,0,广东省,广东,277,0,5,0,
29,29,广州,63,0,0,0,广东省,广东,277,0,5,0,
30,30,佛山,21,0,0,0,广东省,广东,277,0,5,0,
31,31,珠海,18,0,0,0,广东省,广东,277,0,5,0,
32,32,中山,13,0,0,0,广东省,广东,277,0,5,0,
33,33,惠州,12,0,1,0,广东省,广东,277,0,5,0,
34,34,阳江,10,0,0,0,广东省,广东,277,0,5,0,
35,35,湛江,9,0,0,0,广东省,广东,277,0,5,0,
36,36,汕头,8,0,0,0,广东省,广东,277,0,5,0,
37,37,东莞,7,0,0,0,广东省,广东,277,0,5,0,
38,38,清远,6,0,0,0,广东省,广东,277,0,5,0,
39,39,揭阳,6,0,0,0,广东省,广东,277,0,5,0,
40,40,肇庆,5,0,0,0,广东省,广东,277,0,5,0,
41,41,外地来粤人员,5,0,0,0,广东省,广东,277,0,5,0,
42,42,韶关,4,0,0,0,广东省,广东,277,0,5,0,
43,43,梅州,4,0,0,0,广东省,广东,277,0,5,0,
44,44,茂名,3,0,0,0,广东省,广东,277,0,5,0,
45,45,汕尾,1,0,0,0,广东省,广东,277,0,5,0,
46,46,河源,1,0,0,0,广东省,广东,277,0,5,0,
47,47,江门,1,0,0,0,广东省,广东,277,0,5,0,
48,48,长沙,46,0,0,0,湖南省,湖南,221,0,0,0,
49,49,岳阳,26,0,0,0,湖南省,湖南,221,0,0,0,
50,50,常德,26,0,0,0,湖南省,湖南,221,0,0,0,
51,51,邵阳,19,0,0,0,湖南省,湖南,221,0,0,0,
52,52,怀化,18,0,0,0,湖南省,湖南,221,0,0,0,
53,53,衡阳,17,0,0,0,湖南省,湖南,221,0,0,0,
54,54,益阳,14,0,0,0,湖南省,湖南,221,0,0,0,
55,55,株洲,13,0,0,0,湖南省,湖南,221,0,0,0,
56,56,娄底,13,0,0,0,湖南省,湖南,221,0,0,0,
57,57,永州,11,0,0,0,湖南省,湖南,221,0,0,0,
58,58,湘潭,8,0,0,0,湖南省,湖南,221,0,0,0,
59,59,郴州,7,0,0,0,湖南省,湖南,221,0,0,0,
60,60,湘西自治州,3,0,0,0,湖南省,湖南,221,0,0,0,
61,61,郑州,40,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
62,62,信阳,32,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
63,63,南阳,31,0,0,1,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
64,64,周口,19,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
65,65,驻马店,16,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
66,66,安阳市,14,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
67,67,商丘,14,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
68,68,漯河市,9,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
69,69,新乡,7,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
70,70,平顶山,5,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
71,71,鹤壁,5,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
72,72,三门峡,4,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
73,73,开封,3,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
74,74,洛阳,2,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
75,75,许昌,2,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
76,76,焦作,2,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
77,77,濮阳,1,0,0,0,河南省,河南,206,0,1,2,待明确地区：死亡 1 治愈 1
78,78,合肥,29,0,1,0,安徽省,安徽,152,0,2,0,
79,79,阜阳,23,0,0,0,安徽省,安徽,152,0,2,0,
80,80,亳州,15,0,1,0,安徽省,安徽,152,0,2,0,
81,81,安庆,14,0,0,0,安徽省,安徽,152,0,2,0,
82,82,马鞍山,11,0,0,0,安徽省,安徽,152,0,2,0,
83,83,芜湖,11,0,0,0,安徽省,安徽,152,0,2,0,
84,84,铜陵,9,0,0,0,安徽省,安徽,152,0,2,0,
85,85,宿州,9,0,0,0,安徽省,安徽,152,0,2,0,
86,86,黄山,7,0,0,0,安徽省,安徽,152,0,2,0,
87,87,六安,6,0,0,0,安徽省,安徽,152,0,2,0,
88,88,滁州,4,0,0,0,安徽省,安徽,152,0,2,0,
89,89,宿松,4,0,0,0,安徽省,安徽,152,0,2,0,
90,90,蚌埠,3,0,0,0,安徽省,安徽,152,0,2,0,
91,91,宣城,2,0,0,0,安徽省,安徽,152,0,2,0,
92,92,淮北,2,0,0,0,安徽省,安徽,152,0,2,0,
93,93,淮南,2,0,0,0,安徽省,安徽,152,0,2,0,
94,94,池州,1,0,0,0,安徽省,安徽,152,0,2,0,
95,95,万州区,17,0,0,0,重庆市,重庆,147,0,1,0,
96,96,开州区,11,0,0,0,重庆市,重庆,147,0,1,0,
97,97,忠县,11,0,0,0,重庆市,重庆,147,0,1,0,
